"","X","neighborhood_identifier","business_identifier","treatment_neighborhood","eligible","intent_to_treat","enrolled_rp","efficiency_index","round","waste_management_costs","age_manager","age_deputy","educ_manager","educ_deputy","female_manager","foreign_owned","staff_size","advanced_filtration","water_treatment_system","business_area","recycling_center_distance","recycling_compliance"
"18865",18865,26,13887,1,0,0,0,58.5007743835449,1,1488.12875747681,82,76,0,0,0,1,2,1,0,7,156.045154674798,NA
"18866",18866,26,13890,1,0,0,0,59.8145294189453,1,1540.49491882324,67,51,0,0,0,1,2,1,0,2,156.045154674798,NA
"18867",18867,26,13890,1,0,0,0,59.8145294189453,0,2165.88115692139,66,50,0,0,0,1,2,1,0,2,156.045154674798,NA
"18868",18868,35,13896,0,0,0,0,61.3601226806641,0,2433.27922821045,51,41,1,2,1,1,2,1,1,1,156.646856539166,NA
"18869",18869,35,13896,0,0,0,0,61.3601226806641,1,1180.02576828003,52,41,1,2,1,1,2,1,1,1,156.646856539166,NA
"18870",18870,35,13897,0,0,0,0,60.3554878234863,1,1812.10117340088,53,33,3,3,0,1,4,1,1,0,156.646856539166,NA
"18871",18871,35,13897,0,0,0,0,60.3554878234863,0,1775.35781860352,52,32,3,3,0,1,4,1,1,0,156.646856539166,NA
"18872",18872,35,13900,0,0,0,0,63.5625953674316,0,1110.56432723999,46,42,0,4,0,1,7,1,1,2,156.646856539166,NA
"18873",18873,35,13900,0,0,0,0,63.5625953674316,1,969.365787506104,47,43,0,4,0,1,7,1,1,2,156.646856539166,NA
"18874",18874,35,13901,0,0,0,0,63.3693962097168,1,1090.04716873169,53,43,2,0,0,1,5,1,1,2,156.646856539166,NA
"18875",18875,35,13901,0,0,0,0,63.3693962097168,0,1650.10948181152,52,42,2,0,0,1,5,1,1,2,156.646856539166,NA
"18876",18876,35,13903,0,0,0,0,58.2689323425293,0,2302.88028717041,55,41,0,2,1,1,2,1,0,0,156.646856539166,NA
"18877",18877,35,13903,0,0,0,0,58.2689323425293,1,1268.09606552124,55,41,0,2,1,1,2,1,0,0,156.646856539166,NA
"18878",18878,35,13906,0,0,0,0,59.4281311035156,0,802.661800384521,33,26,6,6,0,1,8,1,1,1,156.646856539166,NA
"18879",18879,35,13906,0,0,0,0,59.4281311035156,1,1004.58087921143,34,27,6,6,0,1,8,1,1,1,156.646856539166,NA
"18880",18880,35,13907,0,0,0,0,67.0788269042969,0,2268.65348815918,53,49,3,3,0,1,2,1,1,1,156.646856539166,NA
"18881",18881,35,13907,0,0,0,0,67.0788269042969,1,2382.15808868408,54,50,3,3,0,1,2,1,1,1,156.646856539166,NA
"18882",18882,35,13908,0,0,0,0,61.4374046325684,0,2130.8895111084,40,29,3,5,0,1,2,1,1,2,156.646856539166,NA
"18883",18883,35,13908,0,0,0,0,61.4374046325684,1,1257.94200897217,41,30,3,5,0,1,2,1,1,2,156.646856539166,NA
"18884",18884,35,13913,0,0,0,0,58.6166915893555,1,1596.91429138184,64,62,3,0,0,1,9,0,1,8,156.646856539166,NA
"18885",18885,35,13913,0,0,0,0,58.6166915893555,0,1245.26224136353,63,61,3,0,0,1,9,0,1,8,156.646856539166,NA
"18886",18886,35,13917,0,0,0,0,61.823802947998,0,1408.42142105103,51,51,0,0,0,1,8,0,1,13,156.646856539166,NA
"18887",18887,35,13917,0,0,0,0,61.823802947998,1,1761.8335723877,52,52,0,0,0,1,8,0,1,13,156.646856539166,NA
"18888",18888,35,13919,0,0,0,0,58.7712516784668,1,2144.23294067383,20,41,6,2,0,1,3,1,1,2,156.646856539166,NA
"18889",18889,35,13919,0,0,0,0,58.7712516784668,0,2079.05902862549,20,41,6,2,0,1,3,1,1,2,156.646856539166,NA
"18890",18890,35,13921,0,0,0,0,73.2612075805664,0,1321.65975570679,63,71,2,0,0,1,8,0,1,3,156.646856539166,NA
"18891",18891,35,13921,0,0,0,0,73.2612075805664,1,865.038967132568,64,72,2,0,0,1,8,0,1,3,156.646856539166,NA
"18892",18892,35,13926,0,0,0,0,71.1746520996094,0,2186.26174926758,49,48,4,0,0,1,4,0,1,6,156.646856539166,NA
"18893",18893,35,13926,0,0,0,0,71.1746520996094,1,2254.3586730957,50,49,4,0,0,1,4,0,1,6,156.646856539166,NA
"18894",18894,35,13927,0,0,0,0,60.3554878234863,1,1921.88243865967,61,56,4,3,0,1,4,1,1,4,156.646856539166,NA
"18895",18895,35,13927,0,0,0,0,60.3554878234863,0,1941.17965698242,60,55,4,3,0,1,4,1,1,4,156.646856539166,NA
"18896",18896,35,13929,0,0,0,0,62.7511596679688,1,1396.31128311157,53,50,8,0,0,1,2,1,1,2,156.646856539166,NA
"18897",18897,35,13929,0,0,0,0,62.7511596679688,0,2278.03325653076,52,49,8,0,0,1,2,1,1,2,156.646856539166,NA
"18898",18898,35,13934,0,0,0,0,68.6595840454102,1,1395.45841217041,51,52,3,3,0,1,7,1,1,1,156.646856539166,NA
"18899",18899,35,13934,0,0,0,0,68.6595840454102,0,1229.21466827393,50,51,3,3,0,1,7,1,1,1,156.646856539166,NA
"18900",18900,35,13941,0,0,0,0,59.5440483093262,1,1562.16869354248,55,53,2,2,0,1,3,1,1,1,156.646856539166,NA
"18901",18901,35,13941,0,0,0,0,59.5440483093262,0,2069.83528137207,54,52,2,2,0,1,3,1,1,1,156.646856539166,NA
"18902",18902,35,13945,0,0,0,0,61.823802947998,1,3299.51705932617,76,73,0,0,0,1,2,1,0,1,156.646856539166,NA
"18903",18903,35,13945,0,0,0,0,61.823802947998,0,2135.37788391113,75,72,0,0,0,1,2,1,0,1,156.646856539166,NA
"18904",18904,35,13951,0,0,0,0,69.0494613647461,0,2127.34699249268,55,52,4,0,0,1,3,1,1,4,156.646856539166,NA
"18905",18905,35,13951,0,0,0,0,69.0494613647461,1,1266.36562347412,56,53,4,0,0,1,3,1,1,4,156.646856539166,NA
"18906",18906,35,13952,0,0,0,0,59.2991485595703,0,1835.58597564697,66,65,0,0,0,1,4,1,1,4,156.646856539166,NA
"18907",18907,35,13952,0,0,0,0,59.2991485595703,1,1713.03653717041,67,66,0,0,0,1,4,1,1,4,156.646856539166,NA
"18908",18908,35,13953,0,0,0,0,71.2519302368164,1,1466.66860580444,51,46,6,3,0,1,2,1,1,2,156.646856539166,NA
"18909",18909,35,13953,0,0,0,0,71.2519302368164,0,2265.67134857178,50,45,6,3,0,1,2,1,1,2,156.646856539166,NA
"18910",18910,35,13954,0,0,0,0,58.8098907470703,0,811.843109130859,42,43,3,2,0,1,9,1,1,4,156.646856539166,NA
"18911",18911,35,13954,0,0,0,0,58.8098907470703,1,960.979557037354,43,44,3,2,0,1,9,1,1,4,156.646856539166,NA
"18912",18912,78,13962,1,0,0,0,68.0448226928711,1,2412.26463317871,25,22,3,7,0,0,5,0,1,0,156.987332346814,NA
"18913",18913,78,13962,1,0,0,0,68.0448226928711,0,1765.63186645508,24,21,3,7,0,0,5,0,1,0,156.987332346814,NA
"18914",18914,78,13974,1,0,0,0,97.3338470458984,1,2229.08153533936,37,36,6,6,0,0,5,0,1,0,156.987332346814,NA
"18915",18915,78,13974,1,0,0,0,97.3338470458984,0,1974.68280792236,36,35,6,6,0,0,5,0,1,0,156.987332346814,NA
"18916",18916,78,13982,1,0,0,0,62.5193214416504,1,3102.77919769287,63,57,2,3,0,1,2,1,1,1,156.987332346814,NA
"18917",18917,78,13982,1,0,0,0,62.5193214416504,0,2270.49865722656,62,56,2,3,0,1,2,1,1,1,156.987332346814,NA
"18918",18918,78,13986,1,0,0,0,65.1468353271484,1,2010.57548522949,38,35,16,11,0,1,5,1,1,0,156.987332346814,NA
"18919",18919,78,13986,1,0,0,0,65.1468353271484,0,1883.51211547852,37,34,16,11,0,1,5,1,1,0,156.987332346814,NA
"18920",18920,99,14011,0,0,0,0,62.9057197570801,0,2205.97610473633,76,41,0,2,1,1,3,1,1,2,164.368101071904,NA
"18921",18921,99,14011,0,0,0,0,62.9057197570801,1,1788.46111297607,77,41,0,2,1,1,3,1,1,2,164.368101071904,NA
"18922",18922,99,14012,0,0,0,0,63.8330764770508,0,991.088008880615,47,42,6,6,0,1,8,1,1,1,164.368101071904,NA
"18923",18923,99,14012,0,0,0,0,63.8330764770508,1,1172.86367416382,48,43,6,6,0,1,8,1,1,1,164.368101071904,NA
"18924",18924,99,14014,0,0,0,0,70.1700134277344,1,1843.60160827637,54,41,0,2,1,1,3,1,1,6,164.368101071904,NA
"18925",18925,99,14014,0,0,0,0,70.1700134277344,0,2230.93891143799,53,41,0,2,1,1,3,1,1,6,164.368101071904,NA
"18926",18926,99,14015,0,0,0,0,62.4420394897461,1,1074.87277984619,52,50,3,4,0,1,8,1,1,1,164.368101071904,NA
"18927",18927,99,14015,0,0,0,0,62.4420394897461,0,1027.38656997681,51,49,3,4,0,1,8,1,1,1,164.368101071904,NA
"18928",18928,99,14017,0,0,0,0,69.7063369750977,0,1838.8708114624,50,46,2,3,0,1,4,1,1,1,164.368101071904,NA
"18929",18929,99,14017,0,0,0,0,69.7063369750977,1,1646.28162384033,51,47,2,3,0,1,4,1,1,1,164.368101071904,NA
"18930",18930,99,14018,0,0,0,0,71.8701705932617,1,1893.10207366943,39,39,16,6,0,1,6,1,1,0,164.368101071904,NA
"18931",18931,99,14018,0,0,0,0,71.8701705932617,0,1702.04544067383,38,38,16,6,0,1,6,1,1,0,164.368101071904,NA
"18932",18932,99,14022,0,0,0,0,61.5919647216797,0,1438.06886672974,54,50,3,8,0,1,6,1,1,0,164.368101071904,NA
"18933",18933,99,14022,0,0,0,0,61.5919647216797,1,1441.80278778076,55,51,3,8,0,1,6,1,1,0,164.368101071904,NA
"18934",18934,99,14024,0,0,0,0,59.737247467041,0,1758.31871032715,43,39,6,5,0,1,4,1,1,0,164.368101071904,NA
"18935",18935,99,14024,0,0,0,0,59.737247467041,1,1386.79647445679,44,40,6,5,0,1,4,1,1,0,164.368101071904,NA
"18936",18936,99,14031,0,0,0,0,68.8562622070312,0,2638.5669708252,51,41,2,2,1,1,1,1,1,1,164.368101071904,NA
"18937",18937,99,14031,0,0,0,0,68.8562622070312,1,1004.12311553955,52,41,2,2,1,1,1,1,1,1,164.368101071904,NA
"18938",18938,99,14038,0,0,0,0,58.5007743835449,0,1370.25003433228,65,51,0,0,0,1,6,1,1,0,164.368101071904,NA
"18939",18939,99,14038,0,0,0,0,58.5007743835449,1,1068.75448226929,66,52,0,0,0,1,6,1,1,0,164.368101071904,NA
"18940",18940,99,14040,0,0,0,0,58.8098907470703,0,1842.91954040527,57,53,4,0,0,1,4,1,0,1,164.368101071904,NA
"18941",18941,99,14040,0,0,0,0,58.8098907470703,1,1667.56534576416,58,54,4,0,0,1,4,1,0,1,164.368101071904,NA
"18942",18942,99,14043,0,0,0,0,60.4714050292969,0,1799.09725189209,51,41,3,2,1,1,5,1,1,0,164.368101071904,NA
"18943",18943,99,14043,0,0,0,0,60.4714050292969,1,1718.14231872559,53,41,3,2,1,1,5,1,1,0,164.368101071904,NA
"18944",18944,99,14048,0,0,0,0,67.1174621582031,1,2255.75046539307,47,30,6,4,0,1,5,1,1,3,164.368101071904,NA
"18945",18945,99,14048,0,0,0,0,67.1174621582031,0,1573.49720001221,46,29,6,4,0,1,5,1,1,3,164.368101071904,NA
"18946",18946,114,14056,1,0,0,0,79.4049453735352,1,1861.76090240479,68,58,2,5,0,0,3,1,1,6,156.679631038669,NA
"18947",18947,114,14056,1,0,0,0,79.4049453735352,0,2429.83951568604,67,57,2,5,0,0,3,1,1,6,156.679631038669,NA
"18948",18948,114,14062,1,0,0,0,61.0510063171387,1,1833.30993652344,43,31,3,4,0,1,3,1,1,3,156.679631038669,NA
"18949",18949,114,14062,1,0,0,0,61.0510063171387,0,1933.54759216309,42,30,3,4,0,1,3,1,1,3,156.679631038669,NA
"18950",18950,114,14063,1,0,0,0,75,0,2573.44570159912,53,49,2,2,0,0,3,0,1,2,156.679631038669,NA
"18951",18951,114,14063,1,0,0,0,75,1,7603.66821289062,54,50,2,2,0,0,3,0,1,2,156.679631038669,NA
"18952",18952,114,14064,1,0,0,0,69.474494934082,1,960.65616607666,58,54,2,3,0,0,6,1,1,2,156.679631038669,NA
"18953",18953,114,14064,1,0,0,0,69.474494934082,0,1716.77780151367,57,53,2,3,0,0,6,1,1,2,156.679631038669,NA
"18954",18954,114,14071,1,0,0,0,68.5471420288086,0,1885.70289611816,58,53,3,3,0,1,4,1,1,3,156.679631038669,NA
"18955",18955,114,14071,1,0,0,0,68.5471420288086,1,862.946510314941,59,54,3,3,0,1,4,1,1,3,156.679631038669,NA
"18956",18956,114,14081,1,0,0,0,62.1329193115234,0,1788.31386566162,54,54,0,0,0,1,4,1,1,4,156.679631038669,NA
"18957",18957,114,14081,1,0,0,0,62.1329193115234,1,858.538818359375,55,55,0,0,0,1,4,1,1,4,156.679631038669,NA
"18958",18958,114,14083,1,0,0,0,59.119010925293,0,1972.62783050537,58,54,0,0,0,1,3,1,1,2,156.679631038669,NA
"18959",18959,114,14083,1,0,0,0,59.119010925293,1,2336.65142059326,59,55,0,0,0,1,3,1,1,2,156.679631038669,NA
"18960",18960,114,14089,1,0,0,0,62.4420394897461,0,2158.60538482666,63,26,3,6,1,0,3,1,1,2,156.679631038669,NA
"18961",18961,114,14089,1,0,0,0,62.4420394897461,1,2428.90243530273,64,27,3,6,1,0,3,1,1,2,156.679631038669,NA
"18962",18962,114,14090,1,0,0,0,69.9381790161133,0,1982.59258270264,68,16,1,3,1,1,2,1,1,0,156.679631038669,NA
"18963",18963,114,14090,1,0,0,0,69.9381790161133,1,4627.24723815918,69,17,1,3,1,1,2,1,1,0,156.679631038669,NA
"18964",18964,130,14093,0,0,0,0,63.3693962097168,1,1418.53857040405,72,56,0,0,0,0,10,1,1,3,164.126539341078,NA
"18965",18965,130,14093,0,0,0,0,63.3693962097168,0,875.589847564697,71,55,0,0,0,0,10,1,1,3,164.126539341078,NA
"18966",18966,130,14094,0,0,0,0,79.7913436889648,0,2102.62565612793,73,46,3,3,0,1,5,0,1,9,164.126539341078,NA
"18967",18967,130,14094,0,0,0,0,79.7913436889648,1,1781.03256225586,74,47,3,3,0,1,5,0,1,9,164.126539341078,NA
"18968",18968,130,14095,0,0,0,0,77.8207092285156,0,1569.84062194824,42,37,3,5,0,1,7,0,1,10,164.126539341078,NA
"18969",18969,130,14095,0,0,0,0,77.8207092285156,1,1398.11382293701,43,38,3,5,0,1,7,0,1,10,164.126539341078,NA
"18970",18970,130,14100,0,0,0,0,58.2945137023926,1,1567.64116287231,63,41,0,2,0,1,6,1,1,1,164.126539341078,NA
"18971",18971,130,14100,0,0,0,0,58.2945137023926,0,1645.69835662842,62,41,0,2,0,1,6,1,1,1,164.126539341078,NA
"18972",18972,130,14102,0,0,0,0,61.3987617492676,0,1777.2985458374,44,41,6,2,1,1,5,1,1,1,164.126539341078,NA
"18973",18973,130,14102,0,0,0,0,61.3987617492676,1,1110.03198623657,45,41,6,2,1,1,5,1,1,1,164.126539341078,NA
"18974",18974,130,14104,0,0,0,0,81.1437377929688,0,2060.98365783691,73,60,0,0,0,1,4,0,1,1,164.126539341078,NA
"18975",18975,130,14104,0,0,0,0,81.1437377929688,1,1106.42528533936,73,60,0,0,0,1,4,0,1,1,164.126539341078,NA
"18976",18976,130,14106,0,0,0,0,58.2302932739258,1,981.9091796875,56,50,3,3,0,1,5,1,1,2,164.126539341078,NA
"18977",18977,130,14106,0,0,0,0,58.2302932739258,0,1679.79431152344,55,49,3,3,0,1,5,1,1,2,164.126539341078,NA
"18978",18978,130,14108,0,0,0,0,60.8964462280273,1,933.789920806885,58,50,2,2,0,1,6,0,1,0,164.126539341078,NA
"18979",18979,130,14108,0,0,0,0,60.8964462280273,0,1705.14793395996,57,49,2,2,0,1,6,0,1,0,164.126539341078,NA
"18980",18980,130,14110,0,0,0,0,58.7712516784668,1,824.258613586426,40,36,3,4,0,1,7,1,1,0,164.126539341078,NA
"18981",18981,130,14110,0,0,0,0,58.7712516784668,0,1095.94554901123,39,35,3,4,0,1,7,1,1,0,164.126539341078,NA
"18982",18982,130,14112,0,0,0,0,62.5965995788574,0,2190.52753448486,23,21,9,6,0,0,3,0,1,0,164.126539341078,NA
"18983",18983,130,14112,0,0,0,0,62.5965995788574,1,1222.78146743774,24,22,9,6,0,0,3,0,1,0,164.126539341078,NA
"18984",18984,130,14115,0,0,0,0,59.2735710144043,0,1461.7283821106,49,49,3,0,0,1,7,0,1,0,164.126539341078,NA
"18985",18985,130,14115,0,0,0,0,59.2735710144043,1,1449.8387336731,50,50,3,0,0,1,7,0,1,0,164.126539341078,NA
"18986",18986,130,14121,0,0,0,0,60.7805252075195,0,1297.61514663696,53,53,3,0,0,1,7,1,1,4,164.126539341078,NA
"18987",18987,130,14121,0,0,0,0,60.7805252075195,1,1511.15655899048,54,54,3,0,0,1,7,1,1,4,164.126539341078,NA
"18988",18988,130,14122,0,0,0,0,67.8516235351562,0,2314.50462341309,45,36,4,4,0,1,3,0,1,5,164.126539341078,NA
"18989",18989,130,14122,0,0,0,0,67.8516235351562,1,1112.08353042603,46,37,4,4,0,1,3,0,1,5,164.126539341078,NA
"18990",18990,130,14124,0,0,0,0,61.4374046325684,0,1399.27158355713,62,50,0,0,0,1,6,1,1,2,164.126539341078,NA
"18991",18991,130,14124,0,0,0,0,61.4374046325684,1,1080.16843795776,63,51,0,0,0,1,6,1,1,2,164.126539341078,NA
"18992",18992,130,14128,0,0,0,0,63.3693962097168,0,1913.04740905762,28,26,6,6,0,0,5,0,1,2,164.126539341078,NA
"18993",18993,130,14128,0,0,0,0,63.3693962097168,1,1213.68541717529,28,27,6,6,0,0,5,0,1,2,164.126539341078,NA
"18994",18994,130,14129,0,0,0,0,58.8871726989746,1,2820.51467895508,34,26,7,6,0,1,4,1,1,0,164.126539341078,NA
"18995",18995,130,14129,0,0,0,0,58.8871726989746,0,1587.06493377686,33,24,7,6,0,1,4,1,1,0,164.126539341078,NA
"18996",18996,130,14131,0,0,0,0,59.3212509155273,0,2054.78248596191,78,41,4,2,0,1,6,0,1,3,164.126539341078,NA
"18997",18997,130,14131,0,0,0,0,59.3212509155273,1,1765.03028869629,79,41,4,2,0,1,6,0,1,3,164.126539341078,NA
"18998",18998,130,14132,0,0,0,0,60.9220237731934,1,1577.08377838135,31,28,6,4,0,0,5,1,1,1,164.126539341078,NA
"18999",18999,130,14132,0,0,0,0,60.9220237731934,0,1662.13684082031,30,27,6,4,0,0,5,1,1,1,164.126539341078,NA
"19000",19000,130,14135,0,0,0,0,82.6120529174805,1,2012.83416748047,42,41,4,2,1,1,3,0,1,4,164.126539341078,NA
"19001",19001,130,14135,0,0,0,0,82.6120529174805,0,2481.88018798828,41,41,4,2,1,1,3,0,1,4,164.126539341078,NA
"19002",19002,136,14143,0,0,0,0,62.1329193115234,1,1727.86273956299,67,41,3,2,0,1,4,1,1,5,156.006353807782,NA
"19003",19003,136,14143,0,0,0,0,62.1329193115234,0,2236.56272888184,66,41,3,2,0,1,4,1,1,5,156.006353807782,NA
"19004",19004,136,14144,0,0,0,0,61.4760437011719,1,1584.65709686279,59,57,3,0,0,1,3,1,0,2,156.006353807782,NA
"19005",19005,136,14144,0,0,0,0,61.4760437011719,0,2068.73245239258,58,56,3,0,0,1,3,1,0,2,156.006353807782,NA
"19006",19006,136,14147,0,0,0,0,64.9149932861328,1,1250.22039413452,46,46,4,4,0,1,5,1,1,2,156.006353807782,NA
"19007",19007,136,14147,0,0,0,0,64.9149932861328,0,1621.15249633789,45,45,4,4,0,1,5,1,1,2,156.006353807782,NA
"19008",19008,136,14148,0,0,0,0,62.5734939575195,0,2345.05939483643,50,40,6,6,0,0,4,0,1,1,156.006353807782,NA
"19009",19009,136,14148,0,0,0,0,62.5734939575195,1,2632.12203979492,51,41,6,6,0,0,4,0,1,1,156.006353807782,NA
"19010",19010,136,14149,0,0,0,0,60.3554878234863,1,1891.67633056641,63,58,1,0,0,1,2,1,1,1,156.006353807782,NA
"19011",19011,136,14149,0,0,0,0,60.3554878234863,0,2299.03736114502,62,57,1,0,0,1,2,1,1,1,156.006353807782,NA
"19012",19012,136,14151,0,0,0,0,60.6646041870117,1,1008.3062171936,48,41,4,2,1,1,2,1,0,2,156.006353807782,NA
"19013",19013,136,14151,0,0,0,0,60.6646041870117,0,2397.83420562744,47,41,4,2,1,1,2,1,0,2,156.006353807782,NA
"19014",19014,136,14156,0,0,0,0,58.114372253418,0,2006.9860458374,37,41,0,2,1,1,3,1,0,1,156.006353807782,NA
"19015",19015,136,14156,0,0,0,0,58.114372253418,1,1132.73658752441,38,41,0,2,1,1,3,1,0,1,156.006353807782,NA
"19016",19016,136,14163,0,0,0,0,60.3554878234863,1,1929.27379608154,70,64,3,0,0,1,2,1,1,0,156.006353807782,NA
"19017",19017,136,14163,0,0,0,0,60.3554878234863,0,2281.77547454834,69,63,3,0,0,1,2,1,1,0,156.006353807782,NA
"19018",19018,136,14165,0,0,0,0,59.4667701721191,1,900.196933746338,39,32,6,6,0,1,7,1,0,1,156.006353807782,NA
"19019",19019,136,14165,0,0,0,0,59.4667701721191,0,1051.91202163696,38,31,6,6,0,1,7,1,0,1,156.006353807782,NA
"19020",19020,136,14166,0,0,0,0,59.4281311035156,1,829.460144042969,46,40,0,4,0,1,6,1,1,1,156.006353807782,NA
"19021",19021,136,14166,0,0,0,0,59.4281311035156,0,1280.83333969116,45,39,0,4,0,1,6,1,1,1,156.006353807782,NA
"19022",19022,136,14177,0,0,0,0,59.1962890625,1,1433.73641967773,51,61,0,6,1,1,2,1,1,1,156.006353807782,NA
"19023",19023,136,14177,0,0,0,0,59.1962890625,0,2060.88829040527,50,60,0,6,1,1,2,1,1,1,156.006353807782,NA
"19024",19024,136,14180,0,0,0,0,62.9057197570801,0,2247.26638793945,52,48,4,0,0,1,2,1,0,2,156.006353807782,NA
"19025",19025,136,14180,0,0,0,0,62.9057197570801,1,3533.97827148438,53,49,4,0,0,1,2,1,0,2,156.006353807782,NA
"19026",19026,136,14181,0,0,0,0,79.675422668457,0,2454.84752655029,52,51,16,6,0,1,3,1,1,1,156.006353807782,NA
"19027",19027,136,14181,0,0,0,0,79.675422668457,1,2798.77433776855,52,51,16,6,0,1,3,1,1,1,156.006353807782,NA
"19028",19028,136,14182,0,0,0,0,63.3693962097168,1,930.758666992188,58,47,3,0,0,1,6,0,0,2,156.006353807782,NA
"19029",19029,136,14182,0,0,0,0,63.3693962097168,0,1703.40766906738,57,46,3,0,0,1,6,0,0,2,156.006353807782,NA
"19030",19030,136,14183,0,0,0,0,68.0061798095703,0,2678.20987701416,58,41,0,2,0,1,1,1,1,2,156.006353807782,NA
"19031",19031,136,14183,0,0,0,0,68.0061798095703,1,2676.88159942627,59,41,0,2,0,1,1,1,1,2,156.006353807782,NA
"19032",19032,136,14185,0,0,0,0,58.3848533630371,0,1615.29884338379,43,41,3,3,0,1,5,1,1,3,156.006353807782,NA
"19033",19033,136,14185,0,0,0,0,58.3848533630371,1,932.618236541748,44,42,3,3,0,1,5,1,1,3,156.006353807782,NA
"19034",19034,136,14191,0,0,0,0,62.9443588256836,0,2025.20961761475,70,59,0,0,0,1,3,1,1,2,156.006353807782,NA
"19035",19035,136,14191,0,0,0,0,62.9443588256836,1,1228.60136032104,71,60,0,0,0,1,3,1,1,2,156.006353807782,NA
"19036",19036,136,14192,0,0,0,0,74.0340042114258,1,2470.40214538574,45,42,6,6,0,1,4,1,1,6,156.006353807782,NA
"19037",19037,136,14192,0,0,0,0,74.0340042114258,0,1882.12757110596,44,41,6,6,0,1,4,1,1,6,156.006353807782,NA
"19038",19038,136,14203,0,0,0,0,65.9196319580078,0,1889.93606567383,52,50,0,3,1,1,3,1,1,2,156.006353807782,NA
"19039",19039,136,14203,0,0,0,0,65.9196319580078,1,2956.51054382324,53,51,0,3,1,1,3,1,1,2,156.006353807782,NA
"19040",19040,136,14207,0,0,0,0,60.1236457824707,0,1955.44338226318,67,65,4,2,0,1,4,1,1,5,156.006353807782,NA
"19041",19041,136,14207,0,0,0,0,60.1236457824707,1,3666.08009338379,68,66,4,2,0,1,4,1,1,5,156.006353807782,NA
"19042",19042,136,14216,0,0,0,0,58.1916542053223,1,990.34309387207,71,61,0,0,0,1,6,1,1,7,156.006353807782,NA
"19043",19043,136,14216,0,0,0,0,58.1916542053223,0,1499.05567169189,70,60,0,0,0,1,6,1,1,7,156.006353807782,NA
"19044",19044,136,14220,0,0,0,0,58.114372253418,0,2273.20499420166,30,41,0,2,0,1,2,1,1,1,156.006353807782,NA
"19045",19045,136,14220,0,0,0,0,58.114372253418,1,1301.64308547974,31,41,0,2,0,1,2,1,1,1,156.006353807782,NA
"19046",19046,136,14223,0,0,0,0,74.8454437255859,0,1537.18061447144,35,33,2,6,0,1,5,1,1,4,156.006353807782,NA
"19047",19047,136,14223,0,0,0,0,74.8454437255859,1,2969.40498352051,36,34,2,6,0,1,5,1,1,4,156.006353807782,NA
"19048",19048,136,14225,0,0,0,0,58.9644508361816,1,1095.46604156494,46,43,0,0,0,1,4,1,1,3,156.006353807782,NA
"19049",19049,136,14225,0,0,0,0,58.9644508361816,0,1736.90814971924,45,42,0,0,0,1,4,1,1,3,156.006353807782,NA
"19050",19050,136,14230,0,0,0,0,63.4853172302246,0,1611.4294052124,52,46,4,4,0,1,5,1,0,1,156.006353807782,NA
"19051",19051,136,14230,0,0,0,0,63.4853172302246,1,1186.42835617065,53,47,4,4,0,1,5,1,0,1,156.006353807782,NA
"19052",19052,136,14233,0,0,0,0,63.7557945251465,1,1092.83065795898,60,55,0,0,0,1,4,1,1,1,156.006353807782,NA
"19053",19053,136,14233,0,0,0,0,63.7557945251465,0,1783.65325927734,59,54,0,0,0,1,4,1,1,1,156.006353807782,NA
"19054",19054,136,14266,0,0,0,0,60.9350852966309,0,1962.12825775146,62,58,0,0,0,1,3,1,0,1,156.006353807782,NA
"19055",19055,136,14266,0,0,0,0,60.9350852966309,1,1821.84982299805,62,58,0,0,0,1,3,1,0,1,156.006353807782,NA
"19056",19056,136,14270,0,0,0,0,69.319938659668,1,2557.03544616699,61,55,3,0,0,1,3,1,1,13,156.006353807782,NA
"19057",19057,136,14270,0,0,0,0,69.319938659668,0,2310.11734008789,60,54,3,0,0,1,3,1,1,13,156.006353807782,NA
"19058",19058,136,14294,0,0,0,0,59.0417327880859,1,4297.66006469727,73,68,2,0,0,1,2,1,1,1,156.006353807782,NA
"19059",19059,136,14294,0,0,0,0,59.0417327880859,0,2288.76857757568,72,67,2,0,0,1,2,1,1,1,156.006353807782,NA
"19060",19060,138,14304,0,0,0,0,65.7650680541992,1,3191.95346832275,51,41,3,2,0,1,1,1,0,1,162.027808024997,NA
"19061",19061,138,14304,0,0,0,0,65.7650680541992,0,2691.21265411377,50,41,3,2,0,1,1,1,0,1,162.027808024997,NA
"19062",19062,138,14311,0,0,0,0,67.7743453979492,0,2060.44273376465,35,41,6,2,0,1,4,1,1,4,162.027808024997,NA
"19063",19063,138,14311,0,0,0,0,67.7743453979492,1,992.427444458008,36,19,6,2,0,1,4,1,1,4,162.027808024997,NA
"19064",19064,138,14316,0,0,0,0,58.1530151367188,0,1729.17098999023,76,57,0,0,0,1,5,1,1,8,162.027808024997,NA
"19065",19065,138,14316,0,0,0,0,58.1530151367188,1,920.388793945312,77,58,0,0,0,1,5,1,1,8,162.027808024997,NA
"19066",19066,138,14319,0,0,0,0,59.5440483093262,1,1234.28077697754,51,42,4,3,0,1,5,1,1,1,162.027808024997,NA
"19067",19067,138,14319,0,0,0,0,59.5440483093262,0,1620.27397155762,50,41,4,3,0,1,5,1,1,1,162.027808024997,NA
"19068",19068,138,14320,0,0,0,0,60.278205871582,0,1537.90330886841,25,23,9,6,0,1,4,1,1,2,162.027808024997,NA
